frame_index,measured_elapsed_ms,dt_ms,event_ms,update_ms,render_ms,debug_gui_ms,render_capture_ms,display_ms,frame_ms,existing_chunks,loaded_chunks,save_dirty_chunks,save_transactions,save_total_ms,save_max_ms,sections,mesh_dirty_sections,cpu_ready_sections,gpu_buffered_sections,queued_chunk_updates,random_tick_sections,random_tick_blocks,random_tick_sections_processed,random_ticks_dispatched,mesh_rebuilds,mesh_build_total_ms,mesh_build_last_ms,mesh_build_max_ms,solid_faces,transparent_faces,water_faces,flora_faces,solid_vertices,transparent_vertices,water_vertices,flora_vertices,terrain_vertex_stride_bytes,terrain_index_stride_bytes,resident_terrain_vertices,resident_terrain_indices,resident_terrain_vertex_bytes,resident_terrain_index_bytes,resident_terrain_buffer_bytes,actor_count,natural_mob_count,natural_mob_world_cap,natural_mob_local_cap,natural_mob_spawn_attempts,natural_mobs_spawned,natural_mobs_despawned,player_health,player_max_health,terrain_seed,terrain_generation_version,difficulty_profile_version,difficulty_id,post_victory_event_version,post_victory_completed_events,post_victory_active_event,post_victory_event_wave,world_time,day_cycle,daylight,fog_density,simulation_ticks
48,675.784,5,0,1.41692,2.57938,0,0,0,3.99629,215,215,0,1,2.09696,2.09696,1100,309,1,692,0,0,0,0,0,1685,1600.14,0.991834,7.21063,222608,16,42784,476,619812,64,171136,1904,32,4,400928,800364,12829696,3201456,16031152,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
49,688.278,12,0,9.50604,2.92842,0,0,0,12.4345,215,215,0,1,2.09696,2.09696,1100,300,6,696,0,0,0,0,0,1694,1607.86,1.00408,7.21063,223855,16,43046,476,623358,64,172184,1904,32,4,403198,804978,12902336,3219912,16122248,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,0
50,692.57,4,0,1.564,2.66783,0,0,0,4.23183,215,215,0,1,2.09696,2.09696,1100,296,2,703,0,0,0,0,0,1698,1611.51,0.437917,7.21063,224387,16,43302,476,624799,64,173208,1904,32,4,406164,811470,12997248,3245880,16243128,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,1
51,705.2,13,0,9.56371,3.01767,0,0,0,12.5814,216,216,0,1,2.09696,2.09696,1105,298,2,706,0,0,0,0,0,1702,1615.61,0.979416,7.21063,224998,16,43302,476,626498,64,173208,1904,32,4,408215,814656,13062880,3258624,16321504,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,0
52,709.29,4,0,1.43308,2.59617,0,0,0,4.02925,216,216,0,1,2.09696,2.09696,1105,294,1,710,0,0,0,0,0,1705,1618.2,0.993917,7.21063,225172,16,43558,476,626951,64,174232,1904,32,4,411250,820596,13160000,3282384,16442384,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,0
53,721.643,12,0,9.31225,2.99662,0,0,0,12.3089,216,216,0,1,2.09696,2.09696,1105,285,6,713,0,0,0,0,0,1714,1626.09,1.045,7.21063,225816,16,44070,476,628664,64,176280,1904,32,4,412803,823302,13209696,3293208,16502904,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,0
54,725.97,5,0,1.48492,2.739,0,0,0,4.22392,217,216,0,1,2.09696,2.09696,1105,283,1,720,0,0,0,0,0,1717,1629.24,0.969375,7.21063,226216,16,44070,476,629754,64,176280,1904,32,4,415095,828426,13283040,3313704,16596744,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,0
55,738.645,12,0,9.5235,3.10379,0,0,0,12.6273,217,217,0,1,2.09696,2.09696,1110,282,5,721,0,0,0,0,0,1722,1633.87,0.971375,7.21063,226898,16,44326,476,631610,64,177304,1904,32,4,416119,829962,13315808,3319848,16635656,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6113,0.254708,1,0.0015,0
56,743.105,5,0,1.58546,2.81312,0,0,0,4.39858,217,217,0,1,2.09696,2.09696,1110,279,1,728,0,0,0,0,0,1725,1636.49,1.026,7.21063,227347,16,44582,476,632832,64,178328,1904,32,4,420463,838140,13454816,3352560,16807376,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6114,0.25475,1,0.0015,1
57,758.128,15,0,11.9306,3.04529,0,0,0,14.9759,218,218,0,1,2.09696,2.09696,1115,278,4,732,0,0,0,0,0,1732,1643.26,0.987291,7.21063,228667,16,44838,476,636500,64,179352,1904,32,4,422897,842730,13532704,3370920,16903624,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6114,0.25475,1,0.0015,0
