frame_index,measured_elapsed_ms,dt_ms,event_ms,update_ms,render_ms,debug_gui_ms,render_capture_ms,display_ms,frame_ms,existing_chunks,loaded_chunks,save_dirty_chunks,save_transactions,save_total_ms,save_max_ms,sections,mesh_dirty_sections,cpu_ready_sections,gpu_buffered_sections,queued_chunk_updates,random_tick_sections,random_tick_blocks,random_tick_sections_processed,random_ticks_dispatched,mesh_rebuilds,mesh_build_total_ms,mesh_build_last_ms,mesh_build_max_ms,solid_faces,transparent_faces,water_faces,flora_faces,solid_vertices,transparent_vertices,water_vertices,flora_vertices,terrain_vertex_stride_bytes,terrain_index_stride_bytes,resident_terrain_vertices,resident_terrain_indices,resident_terrain_vertex_bytes,resident_terrain_index_bytes,resident_terrain_buffer_bytes,actor_count,natural_mob_count,natural_mob_world_cap,natural_mob_local_cap,natural_mob_spawn_attempts,natural_mobs_spawned,natural_mobs_despawned,player_health,player_max_health,terrain_seed,terrain_generation_version,difficulty_profile_version,difficulty_id,post_victory_event_version,post_victory_completed_events,post_victory_active_event,post_victory_event_wave,world_time,day_cycle,daylight,fog_density,simulation_ticks
22,389.838,5,0,2.53,2.82262,0,0,0,5.35262,177,177,0,1,2.03487,2.03487,903,344,0,496,0,0,0,0,0,1313,1544.09,0.988416,43.9866,175518,28,36089,198,488846,112,144356,792,32,4,297495,590154,9519840,2360616,11880456,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
23,394.09,5,0,1.51817,2.67092,0,0,0,4.18908,177,177,0,1,2.03487,2.03487,903,340,1,498,0,0,0,0,0,1316,1546.73,1.08296,43.9866,175624,28,36345,198,489139,112,145380,792,32,4,298695,592086,9558240,2368344,11926584,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6106,0.254417,1,0.0015,0
24,398.303,4,0,1.42892,2.72187,0,0,0,4.15079,178,177,0,1,2.03487,2.03487,903,339,0,501,0,0,0,0,0,1318,1548.95,1.03771,43.9866,176165,28,36345,198,490583,112,145380,792,32,4,300256,595572,9608192,2382288,11990480,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,1
25,404.053,6,0,2.71212,2.94062,0,0,0,5.65275,178,178,0,1,2.03487,2.03487,908,344,0,501,0,0,0,0,0,1318,1548.95,1.03771,43.9866,176165,28,36345,198,490583,112,145380,792,32,4,300256,595572,9608192,2382288,11990480,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,0
26,407.714,3,0,1.27746,2.31433,0,0,0,3.59179,178,178,0,1,2.03487,2.03487,908,340,1,503,0,0,0,0,0,1321,1551.68,1.115,43.9866,176814,28,36601,198,492404,112,146404,792,32,4,302214,599106,9670848,2396424,12067272,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,0
27,411.399,4,0,1.24542,2.38854,0,0,0,3.63396,179,178,0,1,2.03487,2.03487,908,339,0,506,0,0,0,0,0,1323,1553.61,1.03971,43.9866,177528,28,36601,198,494457,112,146404,792,32,4,305154,605286,9764928,2421144,12186072,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,0
28,416.947,5,0,2.54679,2.94167,0,0,0,5.48846,179,179,0,1,2.03487,2.03487,913,344,0,506,0,0,0,0,0,1323,1553.61,1.03971,43.9866,177528,28,36601,198,494457,112,146404,792,32,4,305154,605286,9764928,2421144,12186072,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,0
29,422.147,6,0,1.90742,3.21696,0,0,0,5.12437,179,179,0,1,2.03487,2.03487,913,340,1,508,0,0,0,0,0,1326,1556.44,1.18071,43.9866,177795,28,36857,198,495208,112,147428,792,32,4,306519,607566,9808608,2430264,12238872,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,0
30,426.73,4,0,1.48592,3.03454,0,0,0,4.52046,180,179,0,1,2.03487,2.03487,913,339,0,510,0,0,0,0,0,1328,1558.9,1.31342,43.9866,178233,28,36857,198,496415,112,147428,792,32,4,308136,611052,9860352,2444208,12304560,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,0
31,432.575,6,0,2.93554,2.84529,0,0,0,5.78083,180,180,0,1,2.03487,2.03487,918,344,0,510,0,0,0,0,0,1328,1558.9,1.31342,43.9866,178233,28,36857,198,496415,112,147428,792,32,4,308136,611052,9860352,2444208,12304560,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6107,0.254458,1,0.0015,0
