frame_index,measured_elapsed_ms,dt_ms,event_ms,update_ms,render_ms,debug_gui_ms,render_capture_ms,display_ms,frame_ms,existing_chunks,loaded_chunks,save_dirty_chunks,save_transactions,save_total_ms,save_max_ms,sections,mesh_dirty_sections,cpu_ready_sections,gpu_buffered_sections,queued_chunk_updates,random_tick_sections,random_tick_blocks,random_tick_sections_processed,random_ticks_dispatched,mesh_rebuilds,mesh_build_total_ms,mesh_build_last_ms,mesh_build_max_ms,solid_faces,transparent_faces,water_faces,flora_faces,solid_vertices,transparent_vertices,water_vertices,flora_vertices,terrain_vertex_stride_bytes,terrain_index_stride_bytes,resident_terrain_vertices,resident_terrain_indices,resident_terrain_vertex_bytes,resident_terrain_index_bytes,resident_terrain_buffer_bytes,actor_count,natural_mob_count,natural_mob_world_cap,natural_mob_local_cap,natural_mob_spawn_attempts,natural_mobs_spawned,natural_mobs_despawned,player_health,player_max_health,terrain_seed,terrain_generation_version,difficulty_profile_version,difficulty_id,post_victory_event_version,post_victory_completed_events,post_victory_active_event,post_victory_event_wave,world_time,day_cycle,daylight,fog_density,simulation_ticks
34,560.937,12,0,3.27787,8.17333,0,0,0,11.4512,164,164,0,1,2.03342,2.03342,836,338,0,442,0,0,0,0,0,1185,1492.66,1.31812,7.92975,157106,16,34357,132,437643,64,137428,528,32,4,270505,534762,8656160,2139048,10795208,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
35,571.351,10,0,7.02292,3.30683,0,0,0,10.3298,165,165,0,1,2.03342,2.03342,841,338,0,447,0,0,0,0,0,1190,1497.83,1.39808,7.92975,157660,16,34613,132,439177,64,138452,528,32,4,273063,539622,8738016,2158488,10896504,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
36,577.521,6,0,1.1975,4.89479,0,0,0,6.09229,166,165,0,1,2.03342,2.03342,841,338,0,447,0,0,0,0,0,1190,1497.83,1.39808,7.92975,157660,16,34613,132,439177,64,138452,528,32,4,273063,539622,8738016,2158488,10896504,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
37,583.225,6,0,1.18908,4.43088,0,0,0,5.61996,167,166,0,1,2.03342,2.03342,846,343,0,447,0,0,0,0,0,1190,1497.83,1.39808,7.92975,157660,16,34613,132,439177,64,138452,528,32,4,273063,539622,8738016,2158488,10896504,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6110,0.254583,1,0.0015,0
38,593.96,11,0,3.8595,6.79717,0,0,0,10.6567,167,167,0,1,2.03342,2.03342,851,348,0,447,0,0,0,0,0,1190,1497.83,1.39808,7.92975,157660,16,34613,132,439177,64,138452,528,32,4,273063,539622,8738016,2158488,10896504,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,1
39,601.596,7,0,4.15433,3.40033,0,0,0,7.55467,168,167,0,1,2.03342,2.03342,851,343,0,452,0,0,0,0,0,1195,1502.28,0.982417,7.92975,158844,16,34765,132,442483,64,139060,528,32,4,276977,547638,8863264,2190552,11053816,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
40,611.015,10,0,2.50779,6.78221,0,0,0,9.29,168,168,0,1,2.03342,2.03342,856,348,0,452,0,0,0,0,0,1195,1502.28,0.982417,7.92975,158844,16,34765,132,442483,64,139060,528,32,4,276977,547638,8863264,2190552,11053816,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
41,617.657,6,0,3.22713,3.33621,0,0,0,6.56333,169,168,0,1,2.03342,2.03342,856,343,1,456,0,0,0,0,0,1200,1508.33,1.00692,7.92975,159292,16,35021,132,443737,64,140084,528,32,4,279255,551862,8936160,2207448,11143608,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
42,627.788,10,0,4.09471,5.95596,0,0,0,10.0507,169,169,0,1,2.03342,2.03342,861,348,0,456,0,0,0,0,0,1200,1508.33,1.00692,7.92975,159292,16,35021,132,443737,64,140084,528,32,4,279255,551862,8936160,2207448,11143608,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
43,634.721,7,0,3.548,3.30446,0,0,0,6.85246,170,169,0,1,2.03342,2.03342,861,343,1,460,0,0,0,0,0,1205,1513.4,1.16867,7.92975,159722,16,35277,132,444949,64,141108,528,32,4,281491,555978,9007712,2223912,11231624,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6111,0.254625,1,0.0015,0
44,644.561,10,0,3.69112,6.05142,0,0,0,9.74254,170,170,0,1,2.03342,2.03342,866,348,0,460,0,0,0,0,0,1205,1513.4,1.16867,7.92975,159722,16,35277,132,444949,64,141108,528,32,4,281491,555978,9007712,2223912,11231624,4,4,12,4,8,8,4,20,20,20260807,5,1,1,1,0,0,0,6112,0.254667,1,0.0015,1
